"Motion Profile Trajectory generated by MCSF"
maxV(rps),2855.98
maxA(rps/s),1903.99
dist(r),42839.7
ItP(ms),10
T1(ms),1499
T2(ms),749
T4(ms),14999
FL1,150
FL2,75
N,1499
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
1590,15.89,0.4,48.5,1837.6,41878.6,-1903.99,10
1591,15.9,0.393333,48,1818.56,41896.9,-1903.99,10
1592,15.91,0.386667,47.5,1799.52,41915,-1903.99,10
1593,15.92,0.38,47,1780.48,41932.9,-1903.99,10
1594,15.93,0.373333,46.5,1761.44,41950.6,-1903.99,10
1595,15.94,0.366667,46,1742.4,41968.1,-1903.99,10
1596,15.95,0.36,45.5,1723.36,41985.5,-1903.99,10
1597,15.96,0.353333,45,1704.32,42002.6,-1903.99,10
1598,15.97,0.346667,44.5,1685.28,42019.5,-1903.99,10
1599,15.98,0.34,44,1666.24,42036.3,-1903.99,10
1600,15.99,0.333333,43.5,1647.2,42052.9,-1903.99,10
1601,16,0.326667,43,1628.16,42069.2,-1903.99,10
1602,16.01,0.32,42.5,1609.12,42085.4,-1903.99,10
1603,16.02,0.313333,42,1590.08,42101.4,-1903.99,10
1604,16.03,0.306667,41.5,1571.04,42117.2,-1903.99,10
1605,16.04,0.3,41,1552,42132.8,-1903.99,10
1606,16.05,0.293333,40.5,1532.96,42148.3,-1903.99,10
1607,16.06,0.286667,40,1513.92,42163.5,-1903.99,10
1608,16.07,0.28,39.5,1494.88,42178.6,-1903.99,10
1609,16.08,0.273333,39,1475.84,42193.4,-1903.99,10
1610,16.09,0.266667,38.5,1456.8,42208.1,-1903.99,10
1611,16.1,0.26,38,1437.76,42222.5,-1903.99,10
1612,16.11,0.253333,37.5,1418.72,42236.8,-1903.99,10
1613,16.12,0.246667,37,1399.68,42250.9,-1903.99,10
1614,16.13,0.24,36.5,1380.64,42264.8,-1903.99,10
1615,16.14,0.233333,36,1361.6,42278.5,-1903.99,10
1616,16.15,0.226667,35.5,1342.56,42292,-1903.99,10
1617,16.16,0.22,35,1323.52,42305.4,-1903.99,10
1618,16.17,0.213333,34.5,1304.48,42318.5,-1903.99,10
1619,16.18,0.206667,34,1285.44,42331.5,-1903.99,10
1620,16.19,0.2,33.5,1266.4,42344.2,-1903.99,10
1621,16.2,0.193333,33,1247.36,42356.8,-1903.99,10
1622,16.21,0.186667,32.5,1228.32,42369.2,-1903.99,10
1623,16.22,0.18,32,1209.28,42381.4,-1903.99,10
1624,16.23,0.173333,31.5,1190.24,42393.4,-1903.99,10
1625,16.24,0.166667,31,1171.2,42405.2,-1903.99,10
1626,16.25,0.16,30.5,1152.16,42416.8,-1903.99,10
1627,16.26,0.153333,30,1133.12,42428.2,-1903.99,10
1628,16.27,0.146667,29.5,1114.08,42439.4,-1903.99,10
1629,16.28,0.14,29,1095.04,42450.5,-1903.99,10
1630,16.29,0.133333,28.5,1076,42461.3,-1903.99,10
1631,16.3,0.126667,28,1056.96,42472,-1903.99,10
1632,16.31,0.12,27.5,1037.92,42482.5,-1903.99,10
1633,16.32,0.113333,27,1018.88,42492.8,-1903.99,10
1634,16.33,0.106667,26.5,999.843,42502.9,-1903.99,10
1635,16.34,0.1,26,980.803,42512.8,-1903.99,10
1636,16.35,0.0933333,25.5,961.763,42522.5,-1903.99,10
1637,16.36,0.0866667,25,942.723,42532,-1903.99,10
1638,16.37,0.08,24.5,923.683,42541.3,-1903.99,10
1639,16.38,0.0733333,24,904.644,42550.5,-1903.99,10
1640,16.39,0.0666667,23.5,885.604,42559.4,-1903.99,10
1641,16.4,0.06,23,866.564,42568.2,-1903.99,10
1642,16.41,0.0533333,22.5,847.524,42576.8,-1903.99,10
1643,16.42,0.0466667,22,828.484,42585.1,-1903.99,10
1644,16.43,0.04,21.5,809.444,42593.3,-1903.99,10
1645,16.44,0.0333333,21,790.404,42601.3,-1903.99,10
1646,16.45,0.0266667,20.5,771.365,42609.1,-1903.99,10
1647,16.46,0.02,20,752.325,42616.8,-1903.99,10
1648,16.47,0.0133333,19.5,733.285,42624.2,-1903.99,10
1649,16.48,0.00666667,19,714.245,42631.4,-1903.99,10
1650,16.49,0,18.5,695.205,42638.5,-1903.99,10
1651,16.5,0,18.0067,676.666,42645.3,-1853.88,10
1652,16.51,0,17.52,658.378,42652,-1828.83,10
1653,16.52,0,17.04,640.34,42658.5,-1803.78,10
1654,16.53,0,16.5667,622.553,42664.8,-1778.72,10
1655,16.54,0,16.1,605.016,42670.9,-1753.67,10
1656,16.55,0,15.64,587.73,42676.9,-1728.62,10
1657,16.56,0,15.1867,570.695,42682.7,-1703.57,10
1658,16.57,0,14.74,553.909,42688.3,-1678.51,10
1659,16.58,0,14.3,537.375,42693.8,-1653.46,10
1660,16.59,0,13.8667,521.091,42699.1,-1628.41,10
1661,16.6,0,13.44,505.057,42704.2,-1603.36,10
1662,16.61,0,13.02,489.274,42709.2,-1578.3,10
1663,16.62,0,12.6067,473.742,42714,-1553.25,10
1664,16.63,0,12.2,458.46,42718.7,-1528.2,10
1665,16.64,0,11.8,443.428,42723.2,-1503.15,10
1666,16.65,0,11.4067,428.647,42727.5,-1478.09,10
1667,16.66,0,11.02,414.117,42731.7,-1453.04,10
1668,16.67,0,10.64,399.837,42735.8,-1427.99,10
1669,16.68,0,10.2667,385.808,42739.7,-1402.94,10
1670,16.69,0,9.9,372.029,42743.5,-1377.88,10
1671,16.7,0,9.54,358.5,42747.2,-1352.83,10
1672,16.71,0,9.18667,345.223,42750.7,-1327.78,10
1673,16.72,0,8.84,332.195,42754.1,-1302.73,10
1674,16.73,0,8.5,319.419,42757.3,-1277.67,10
1675,16.74,0,8.16667,306.892,42760.5,-1252.62,10
1676,16.75,0,7.84,294.617,42763.5,-1227.57,10
1677,16.76,0,7.52,282.592,42766.4,-1202.52,10
1678,16.77,0,7.20667,270.817,42769.1,-1177.46,10
1679,16.78,0,6.9,259.293,42771.8,-1152.41,10
1680,16.79,0,6.6,248.019,42774.3,-1127.36,10
1681,16.8,0,6.30667,236.996,42776.7,-1102.31,10
1682,16.81,0,6.02,226.224,42779.1,-1077.25,10
1683,16.82,0,5.74,215.701,42781.3,-1052.2,10
1684,16.83,0,5.46667,205.43,42783.4,-1027.15,10
1685,16.84,0,5.2,195.409,42785.4,-1002.1,10
1686,16.85,0,4.94,185.639,42787.3,-977.045,10
1687,16.86,0,4.68667,176.119,42789.1,-951.993,10
1688,16.87,0,4.44,166.849,42790.8,-926.94,10
1689,16.88,0,4.2,157.83,42792.4,-901.888,10
1690,16.89,0,3.96667,149.062,42794,-876.835,10
1691,16.9,0,3.74,140.544,42795.4,-851.783,10
1692,16.91,0,3.52,132.277,42796.8,-826.73,10
1693,16.92,0,3.30667,124.26,42798.1,-801.678,10
1694,16.93,0,3.1,116.494,42799.3,-776.626,10
1695,16.94,0,2.9,108.978,42800.4,-751.573,10
1696,16.95,0,2.70667,101.713,42801.4,-726.521,10
1697,16.96,0,2.52,94.6982,42802.4,-701.468,10
1698,16.97,0,2.34,87.9341,42803.3,-676.416,10
1699,16.98,0,2.16667,81.4204,42804.2,-651.363,10
1700,16.99,0,2,75.1573,42805,-626.311,10
1701,17,0,1.84,69.1447,42805.7,-601.259,10
1702,17.01,0,1.68667,63.3827,42806.4,-576.206,10
1703,17.02,0,1.54,57.8711,42807,-551.154,10
1704,17.03,0,1.4,52.6101,42807.5,-526.101,10
1705,17.04,0,1.26667,47.5996,42808,-501.049,10
1706,17.05,0,1.14,42.8397,42808.5,-475.996,10
1707,17.06,0,1.02,38.3302,42808.9,-450.944,10
1708,17.07,0,0.906667,34.0713,42809.2,-425.891,10
1709,17.08,0,0.8,30.0629,42809.6,-400.839,10
1710,17.09,0,0.7,26.3051,42809.8,-375.787,10
1711,17.1,0,0.606667,22.7977,42810.1,-350.734,10
1712,17.11,0,0.52,19.5409,42810.3,-325.682,10
1713,17.12,0,0.44,16.5346,42810.5,-300.629,10
1714,17.13,0,0.366667,13.7788,42810.6,-275.577,10
1715,17.14,0,0.3,11.2736,42810.8,-250.524,10
1716,17.15,0,0.24,9.01888,42810.9,-225.472,10
1717,17.16,0,0.186667,7.01468,42810.9,-200.42,10
1718,17.17,0,0.14,5.26101,42811,-175.367,10
1719,17.18,0,0.1,3.75787,42811,-150.315,10
1720,17.19,0,0.0666667,2.50524,42811.1,-125.262,10
1721,17.2,0,0.04,1.50315,42811.1,-100.21,10
1722,17.21,0,0.02,0.751573,42811.1,-75.1573,10
1723,17.22,0,0.00666667,0.250524,42811.1,-50.1049,10
1724,17.23,0,0,0,42811.1,-25.0524,10
