"Motion Profile Trajectory generated by MCSF"
maxV(rps),2244.02
maxA(rps/s),1496.01
dist(r),33660.3
ItP(ms),10
T1(ms),1500
T2(ms),750
T4(ms),15000
FL1,150
FL2,75
N,1500
Step,Time(s),Filter1 sum,Filter2 sum,Vel(RPS),Pos(R),Accel(RPS/S),Dur(ms)
1591,15.9,0.4,48.5,1443.85,32927.7,-1496.01,10
1592,15.91,0.393333,48,1428.89,32942,-1496.01,10
1593,15.92,0.386667,47.5,1413.93,32956.2,-1496.01,10
1594,15.93,0.38,47,1398.97,32970.3,-1496.01,10
1595,15.94,0.373333,46.5,1384.01,32984.2,-1496.01,10
1596,15.95,0.366667,46,1369.05,32998,-1496.01,10
1597,15.96,0.36,45.5,1354.09,33011.6,-1496.01,10
1598,15.97,0.353333,45,1339.13,33025.1,-1496.01,10
1599,15.98,0.346667,44.5,1324.17,33038.4,-1496.01,10
1600,15.99,0.34,44,1309.21,33051.5,-1496.01,10
1601,16,0.333333,43.5,1294.25,33064.6,-1496.01,10
1602,16.01,0.326667,43,1279.29,33077.4,-1496.01,10
1603,16.02,0.32,42.5,1264.33,33090.1,-1496.01,10
1604,16.03,0.313333,42,1249.37,33102.7,-1496.01,10
1605,16.04,0.306667,41.5,1234.41,33115.1,-1496.01,10
1606,16.05,0.3,41,1219.45,33127.4,-1496.01,10
1607,16.06,0.293333,40.5,1204.49,33139.5,-1496.01,10
1608,16.07,0.286667,40,1189.53,33151.5,-1496.01,10
1609,16.08,0.28,39.5,1174.57,33163.3,-1496.01,10
1610,16.09,0.273333,39,1159.61,33175,-1496.01,10
1611,16.1,0.266667,38.5,1144.65,33186.5,-1496.01,10
1612,16.11,0.26,38,1129.69,33197.9,-1496.01,10
1613,16.12,0.253333,37.5,1114.73,33209.1,-1496.01,10
1614,16.13,0.246667,37,1099.77,33220.2,-1496.01,10
1615,16.14,0.24,36.5,1084.81,33231.1,-1496.01,10
1616,16.15,0.233333,36,1069.85,33241.9,-1496.01,10
1617,16.16,0.226667,35.5,1054.89,33252.5,-1496.01,10
1618,16.17,0.22,35,1039.93,33263,-1496.01,10
1619,16.18,0.213333,34.5,1024.97,33273.3,-1496.01,10
1620,16.19,0.206667,34,1010.01,33283.5,-1496.01,10
1621,16.2,0.2,33.5,995.047,33293.5,-1496.01,10
1622,16.21,0.193333,33,980.086,33303.4,-1496.01,10
1623,16.22,0.186667,32.5,965.126,33313.1,-1496.01,10
1624,16.23,0.18,32,950.166,33322.7,-1496.01,10
1625,16.24,0.173333,31.5,935.206,33332.1,-1496.01,10
1626,16.25,0.166667,31,920.246,33341.4,-1496.01,10
1627,16.26,0.16,30.5,905.286,33350.5,-1496.01,10
1628,16.27,0.153333,30,890.326,33359.5,-1496.01,10
1629,16.28,0.146667,29.5,875.365,33368.3,-1496.01,10
1630,16.29,0.14,29,860.405,33377,-1496.01,10
1631,16.3,0.133333,28.5,845.445,33385.5,-1496.01,10
1632,16.31,0.126667,28,830.485,33393.9,-1496.01,10
1633,16.32,0.12,27.5,815.525,33402.1,-1496.01,10
1634,16.33,0.113333,27,800.565,33410.2,-1496.01,10
1635,16.34,0.106667,26.5,785.605,33418.1,-1496.01,10
1636,16.35,0.1,26,770.644,33425.9,-1496.01,10
1637,16.36,0.0933333,25.5,755.684,33433.5,-1496.01,10
1638,16.37,0.0866667,25,740.724,33441,-1496.01,10
1639,16.38,0.08,24.5,725.764,33448.4,-1496.01,10
1640,16.39,0.0733333,24,710.804,33455.5,-1496.01,10
1641,16.4,0.0666667,23.5,695.844,33462.6,-1496.01,10
1642,16.41,0.06,23,680.884,33469.5,-1496.01,10
1643,16.42,0.0533333,22.5,665.923,33476.2,-1496.01,10
1644,16.43,0.0466667,22,650.963,33482.8,-1496.01,10
1645,16.44,0.04,21.5,636.003,33489.2,-1496.01,10
1646,16.45,0.0333333,21,621.043,33495.5,-1496.01,10
1647,16.46,0.0266667,20.5,606.083,33501.6,-1496.01,10
1648,16.47,0.02,20,591.123,33507.6,-1496.01,10
1649,16.48,0.0133333,19.5,576.162,33513.5,-1496.01,10
1650,16.49,0.00666667,19,561.202,33519.1,-1496.01,10
1651,16.5,0,18.5,546.242,33524.7,-1496.01,10
1652,16.51,0,18.0067,531.676,33530.1,-1456.65,10
1653,16.52,0,17.52,517.306,33535.3,-1436.96,10
1654,16.53,0,17.04,503.133,33540.4,-1417.28,10
1655,16.54,0,16.5667,489.157,33545.4,-1397.59,10
1656,16.55,0,16.1,475.378,33550.2,-1377.91,10
1657,16.56,0,15.64,461.796,33554.9,-1358.22,10
1658,16.57,0,15.1867,448.411,33559.4,-1338.54,10
1659,16.58,0,14.74,435.222,33563.9,-1318.86,10
1660,16.59,0,14.3,422.23,33568.1,-1299.17,10
1661,16.6,0,13.8667,409.436,33572.3,-1279.49,10
1662,16.61,0,13.44,396.838,33576.3,-1259.8,10
1663,16.62,0,13.02,384.436,33580.2,-1240.12,10
1664,16.63,0,12.6067,372.232,33584,-1220.43,10
1665,16.64,0,12.2,360.225,33587.7,-1200.75,10
1666,16.65,0,11.8,348.414,33591.2,-1181.06,10
1667,16.66,0,11.4067,336.8,33594.7,-1161.38,10
1668,16.67,0,11.02,325.383,33598,-1141.7,10
1669,16.68,0,10.64,314.163,33601.2,-1122.01,10
1670,16.69,0,10.2667,303.14,33604.2,-1102.33,10
1671,16.7,0,9.9,292.313,33607.2,-1082.64,10
1672,16.71,0,9.54,281.684,33610.1,-1062.96,10
1673,16.72,0,9.18667,271.251,33612.9,-1043.27,10
1674,16.73,0,8.84,261.015,33615.5,-1023.59,10
1675,16.74,0,8.5,250.976,33618.1,-1003.9,10
1676,16.75,0,8.16667,241.134,33620.5,-984.22,10
1677,16.76,0,7.84,231.489,33622.9,-964.536,10
1678,16.77,0,7.52,222.04,33625.2,-944.851,10
1679,16.78,0,7.20667,212.788,33627.3,-925.167,10
1680,16.79,0,6.9,203.734,33629.4,-905.483,10
1681,16.8,0,6.6,194.876,33631.4,-885.798,10
1682,16.81,0,6.30667,186.214,33633.3,-866.114,10
1683,16.82,0,6.02,177.75,33635.1,-846.429,10
1684,16.83,0,5.74,169.483,33636.9,-826.745,10
1685,16.84,0,5.46667,161.412,33638.5,-807.061,10
1686,16.85,0,5.2,153.538,33640.1,-787.376,10
1687,16.86,0,4.94,145.861,33641.6,-767.692,10
1688,16.87,0,4.68667,138.381,33643,-748.007,10
1689,16.88,0,4.44,131.098,33644.4,-728.323,10
1690,16.89,0,4.2,124.012,33645.7,-708.639,10
1691,16.9,0,3.96667,117.122,33646.9,-688.954,10
1692,16.91,0,3.74,110.43,33648,-669.27,10
1693,16.92,0,3.52,103.934,33649.1,-649.585,10
1694,16.93,0,3.30667,97.6346,33650.1,-629.901,10
1695,16.94,0,3.1,91.5325,33651,-610.216,10
1696,16.95,0,2.9,85.6272,33651.9,-590.532,10
1697,16.96,0,2.70667,79.9187,33652.7,-570.848,10
1698,16.97,0,2.52,74.407,33653.5,-551.163,10
1699,16.98,0,2.34,69.0923,33654.2,-531.479,10
1700,16.99,0,2.16667,63.9743,33654.9,-511.794,10
1701,17,0,2,59.0532,33655.5,-492.11,10
1702,17.01,0,1.84,54.329,33656.1,-472.426,10
1703,17.02,0,1.68667,49.8015,33656.6,-452.741,10
1704,17.03,0,1.54,45.471,33657.1,-433.057,10
1705,17.04,0,1.4,41.3372,33657.5,-413.372,10
1706,17.05,0,1.26667,37.4004,33657.9,-393.688,10
1707,17.06,0,1.14,33.6603,33658.3,-374.004,10
1708,17.07,0,1.02,30.1171,33658.6,-354.319,10
1709,17.08,0,0.906667,26.7708,33658.9,-334.635,10
1710,17.09,0,0.8,23.6213,33659.1,-314.95,10
1711,17.1,0,0.7,20.6686,33659.3,-295.266,10
1712,17.11,0,0.606667,17.9128,33659.5,-275.582,10
1713,17.12,0,0.52,15.3538,33659.7,-255.897,10
1714,17.13,0,0.44,12.9917,33659.8,-236.213,10
1715,17.14,0,0.366667,10.8264,33660,-216.528,10
1716,17.15,0,0.3,8.85798,33660,-196.844,10
1717,17.16,0,0.24,7.08639,33660.1,-177.16,10
1718,17.17,0,0.186667,5.51163,33660.2,-157.475,10
1719,17.18,0,0.14,4.13372,33660.2,-137.791,10
1720,17.19,0,0.1,2.95266,33660.3,-118.106,10
1721,17.2,0,0.0666667,1.96844,33660.3,-98.422,10
1722,17.21,0,0.04,1.18106,33660.3,-78.7376,10
1723,17.22,0,0.02,0.590532,33660.3,-59.0532,10
1724,17.23,0,0.00666667,0.196844,33660.3,-39.3688,10
1725,17.24,0,0,0,33660.3,-19.6844,10
